10012at3041	Complete	6
10033at3041	Complete	5
10034at3041	Complete	6
10037at3041	Complete	2
10039at3041	Complete	6
10044at3041	Complete	5
10056at3041	Complete	3
1005at3041	Complete	6
10061at3041	Complete	4
10065at3041	Complete	4
10067at3041	Complete	5
10076at3041	Complete	6
10100at3041	Complete	6
10111at3041	Complete	5
10118at3041	Complete	5
10122at3041	Complete	5
10128at3041	Complete	6
10141at3041	Complete	5
10156at3041	Complete	4
10157at3041	Complete	6
10167at3041	Complete	5
10175at3041	Complete	6
10181at3041	Complete	6
10182at3041	Complete	1
10184at3041	Complete	5
10197at3041	Complete	4
10198at3041	Complete	5
10201at3041	Complete	6
10205at3041	Complete	6
10253at3041	Complete	5
10273at3041	Complete	6
1027at3041	Complete	5
10293at3041	Complete	6
1029at3041	Complete	6
10301at3041	Complete	6
10319at3041	Complete	5
1032at3041	Complete	6
10334at3041	Complete	5
10373at3041	Complete	6
10388at3041	Complete	6
10409at3041	Complete	6
10412at3041	Complete	5
10418at3041	Complete	4
10459at3041	Complete	6
1047at3041	Complete	6
10482at3041	Complete	6
10491at3041	Complete	6
10500at3041	Complete	5
10517at3041	Complete	6
10539at3041	Complete	4
10545at3041	Complete	6
10566at3041	Complete	6
1056at3041	Complete	5
1057at3041	Complete	6
10618at3041	Complete	6
10642at3041	Complete	5
10650at3041	Complete	6
10667at3041	Complete	6
10668at3041	Complete	6
10679at3041	Complete	6
10684at3041	Complete	6
10699at3041	Complete	5
106at3041	Complete	6
1071at3041	Complete	5
10724at3041	Complete	5
1072at3041	Complete	6
10730at3041	Complete	5
10744at3041	Complete	6
10768at3041	Complete	6
10788at3041	Complete	4
10790at3041	Complete	6
10808at3041	Complete	6
1080at3041	Complete	6
10837at3041	Complete	6
1084at3041	Complete	6
10857at3041	Complete	4
10873at3041	Complete	5
1089at3041	Complete	5
1090at3041	Complete	4
10929at3041	Complete	5
10934at3041	Complete	5
1093at3041	Complete	5
10946at3041	Complete	6
10948at3041	Complete	6
1094at3041	Complete	6
10951at3041	Complete	4
10960at3041	Complete	4
10965at3041	Complete	6
11022at3041	Complete	5
11023at3041	Complete	5
11038at3041	Complete	6
1103at3041	Complete	5
11048at3041	Complete	6
11052at3041	Complete	6
11053at3041	Complete	4
11068at3041	Complete	6
11071at3041	Complete	6
11073at3041	Complete	5
11078at3041	Complete	6
1108at3041	Complete	6
11103at3041	Complete	5
11113at3041	Complete	6
11141at3041	Complete	6
1116at3041	Complete	4
11171at3041	Complete	6
11191at3041	Complete	6
11221at3041	Complete	6
11227at3041	Complete	6
11258at3041	Complete	6
11259at3041	Complete	5
1128at3041	Complete	4
11296at3041	Complete	6
11308at3041	Complete	6
11317at3041	Complete	4
11322at3041	Complete	5
11326at3041	Complete	6
11337at3041	Complete	6
1133at3041	Complete	6
11371at3041	Complete	6
11378at3041	Complete	6
11392at3041	Complete	6
1139at3041	Complete	5
11417at3041	Complete	6
1142at3041	Complete	5
1143at3041	Complete	5
11445at3041	Complete	6
11457at3041	Complete	6
11481at3041	Complete	5
11482at3041	Complete	6
1148at3041	Complete	5
1149at3041	Complete	5
11502at3041	Complete	5
11515at3041	Complete	6
11518at3041	Complete	5
11545at3041	Complete	6
11622at3041	Complete	5
11632at3041	Complete	6
11659at3041	Complete	5
11669at3041	Complete	5
11693at3041	Complete	6
11703at3041	Complete	6
1170at3041	Complete	6
11724at3041	Complete	5
11739at3041	Complete	5
11750at3041	Complete	6
1176at3041	Complete	5
11770at3041	Complete	4
11776at3041	Complete	5
11780at3041	Complete	6
11795at3041	Complete	4
117at3041	Complete	6
11803at3041	Complete	4
11829at3041	Complete	5
11836at3041	Complete	3
11837at3041	Complete	6
1183at3041	Complete	6
11842at3041	Complete	6
11866at3041	Complete	6
11870at3041	Complete	4
1187at3041	Complete	6
11894at3041	Complete	6
118at3041	Complete	5
11933at3041	Complete	6
11939at3041	Complete	6
1194at3041	Complete	6
11957at3041	Complete	6
1195at3041	Complete	6
1201at3041	Complete	6
12103at3041	Complete	4
1211at3041	Complete	5
12131at3041	Complete	1
12183at3041	Complete	6
12232at3041	Complete	6
12295at3041	Complete	6
1229at3041	Complete	6
12313at3041	Complete	5
1233at3041	Complete	6
1235at3041	Complete	6
12380at3041	Complete	6
1240at3041	Complete	6
1242at3041	Complete	5
12450at3041	Complete	5
12455at3041	Complete	5
1247at3041	Complete	6
1248at3041	Complete	6
12513at3041	Complete	4
12521at3041	Complete	5
12535at3041	Complete	6
12555at3041	Complete	6
12560at3041	Complete	4
1256at3041	Complete	6
1257at3041	Complete	6
12580at3041	Complete	2
12584at3041	Complete	4
125at3041	Complete	5
1265at3041	Complete	6
1267at3041	Complete	6
12685at3041	Complete	4
126at3041	Complete	6
1271at3041	Complete	5
1278at3041	Complete	5
1280at3041	Complete	6
1282at3041	Complete	6
12851at3041	Complete	4
12893at3041	Complete	4
1301at3041	Complete	6
13024at3041	Complete	4
1303at3041	Complete	6
1304at3041	Complete	5
13052at3041	Complete	4
1305at3041	Complete	6
1316at3041	Complete	6
1320at3041	Complete	6
1327at3041	Complete	6
1341at3041	Complete	6
1343at3041	Complete	5
1348at3041	Complete	6
1350at3041	Complete	5
1364at3041	Complete	6
1366at3041	Complete	5
1379at3041	Complete	6
137at3041	Complete	6
1385at3041	Complete	5
1391at3041	Complete	6
1410at3041	Complete	5
1418at3041	Complete	6
1422at3041	Complete	6
1428at3041	Complete	6
142at3041	Complete	6
1434at3041	Complete	1
143at3041	Complete	6
1445at3041	Complete	5
144at3041	Complete	6
1459at3041	Complete	6
1462at3041	Complete	6
1475at3041	Complete	2
1476at3041	Complete	5
1477at3041	Complete	5
1479at3041	Complete	6
1490at3041	Complete	6
1503at3041	Complete	6
1504at3041	Complete	6
1511at3041	Complete	6
1512at3041	Complete	6
1514at3041	Complete	6
1518at3041	Complete	5
1529at3041	Complete	6
1532at3041	Complete	4
1535at3041	Complete	6
1537at3041	Complete	5
1541at3041	Complete	6
1553at3041	Complete	5
155at3041	Complete	6
1569at3041	Complete	4
1570at3041	Complete	6
1574at3041	Complete	6
1576at3041	Complete	6
1578at3041	Complete	6
1584at3041	Complete	6
1590at3041	Complete	6
1593at3041	Complete	6
1594at3041	Complete	6
1596at3041	Complete	6
1597at3041	Complete	5
15at3041	Complete	6
1600at3041	Complete	6
1601at3041	Complete	6
1610at3041	Complete	3
1621at3041	Complete	6
1622at3041	Complete	6
1627at3041	Complete	6
1628at3041	Complete	5
1643at3041	Complete	6
1666at3041	Complete	6
1669at3041	Complete	6
1670at3041	Complete	6
1683at3041	Complete	5
1684at3041	Complete	6
1691at3041	Complete	6
1700at3041	Complete	4
1709at3041	Complete	6
1715at3041	Complete	5
171at3041	Complete	6
1720at3041	Complete	6
1722at3041	Complete	6
1727at3041	Complete	5
1728at3041	Complete	5
1729at3041	Complete	6
1737at3041	Complete	6
1738at3041	Complete	6
1739at3041	Complete	5
1740at3041	Complete	6
1742at3041	Complete	5
175at3041	Complete	6
1761at3041	Complete	6
1763at3041	Complete	6
1770at3041	Complete	6
1772at3041	Complete	6
179at3041	Complete	5
1800at3041	Complete	6
1804at3041	Complete	6
1805at3041	Complete	6
1808at3041	Complete	5
1815at3041	Complete	6
1816at3041	Complete	6
1817at3041	Complete	6
1820at3041	Complete	6
1825at3041	Complete	6
1826at3041	Complete	6
1842at3041	Complete	6
1848at3041	Complete	6
1862at3041	Complete	6
1863at3041	Complete	6
1864at3041	Complete	6
1872at3041	Complete	5
1878at3041	Complete	6
187at3041	Complete	6
1880at3041	Complete	6
1883at3041	Complete	5
1891at3041	Complete	6
1899at3041	Complete	3
1917at3041	Complete	6
1922at3041	Complete	6
1927at3041	Complete	5
1937at3041	Complete	6
1952at3041	Complete	4
1955at3041	Complete	6
1959at3041	Complete	5
1961at3041	Complete	5
1966at3041	Complete	6
1967at3041	Complete	5
1974at3041	Complete	6
1985at3041	Complete	6
1990at3041	Complete	5
1997at3041	Complete	6
1998at3041	Complete	5
2002at3041	Complete	6
2014at3041	Complete	5
2020at3041	Complete	6
2042at3041	Complete	6
2043at3041	Complete	5
2044at3041	Complete	5
2051at3041	Complete	6
2054at3041	Complete	6
2057at3041	Complete	6
2068at3041	Complete	6
2069at3041	Complete	5
2073at3041	Complete	6
207at3041	Complete	6
2088at3041	Complete	6
2101at3041	Complete	5
2104at3041	Complete	6
2109at3041	Complete	6
2110at3041	Complete	6
2112at3041	Complete	6
211at3041	Complete	6
2124at3041	Complete	6
2130at3041	Complete	6
2134at3041	Complete	4
2137at3041	Complete	5
2139at3041	Complete	5
2152at3041	Complete	5
2159at3041	Complete	6
2181at3041	Complete	5
2182at3041	Complete	6
2202at3041	Complete	6
2228at3041	Complete	6
222at3041	Complete	6
2231at3041	Complete	6
2233at3041	Complete	6
2243at3041	Complete	6
2251at3041	Complete	5
2257at3041	Complete	6
2261at3041	Complete	6
2267at3041	Complete	6
2268at3041	Complete	6
2269at3041	Complete	5
226at3041	Complete	6
2281at3041	Complete	5
2282at3041	Complete	5
228at3041	Complete	6
2298at3041	Complete	6
230at3041	Complete	6
2317at3041	Complete	6
2318at3041	Complete	6
231at3041	Complete	6
2327at3041	Complete	5
2338at3041	Complete	6
2358at3041	Complete	6
235at3041	Complete	6
2366at3041	Complete	6
2367at3041	Complete	6
2370at3041	Complete	6
2380at3041	Complete	5
2390at3041	Complete	6
2395at3041	Complete	5
2397at3041	Complete	5
239at3041	Complete	6
2400at3041	Complete	6
2403at3041	Complete	5
2404at3041	Complete	6
2423at3041	Complete	6
2426at3041	Complete	6
2455at3041	Complete	5
2461at3041	Complete	2
2463at3041	Complete	6
2467at3041	Complete	5
246at3041	Complete	6
2470at3041	Complete	5
2490at3041	Complete	6
2496at3041	Complete	6
2497at3041	Complete	6
2499at3041	Complete	6
2505at3041	Complete	5
251at3041	Complete	6
2520at3041	Complete	4
2521at3041	Complete	6
2523at3041	Complete	6
2528at3041	Complete	6
2531at3041	Complete	5
2533at3041	Complete	6
2544at3041	Complete	4
2547at3041	Complete	6
2553at3041	Complete	6
2555at3041	Complete	6
256at3041	Complete	4
2576at3041	Complete	5
2580at3041	Complete	6
2581at3041	Complete	5
2583at3041	Complete	6
2598at3041	Complete	6
2599at3041	Complete	5
2618at3041	Complete	6
2639at3041	Complete	6
263at3041	Complete	6
2654at3041	Complete	6
2664at3041	Complete	5
2670at3041	Complete	5
2671at3041	Complete	6
2687at3041	Complete	6
2688at3041	Complete	6
2694at3041	Complete	4
2699at3041	Complete	6
2720at3041	Complete	6
2721at3041	Complete	6
2722at3041	Complete	5
2724at3041	Complete	6
2728at3041	Complete	6
2729at3041	Complete	5
2743at3041	Complete	6
2749at3041	Complete	6
2773at3041	Complete	5
2782at3041	Complete	6
2802at3041	Complete	6
2815at3041	Complete	6
2820at3041	Complete	6
2831at3041	Complete	5
2837at3041	Complete	6
2843at3041	Complete	6
2851at3041	Complete	6
2855at3041	Complete	6
2863at3041	Complete	5
2869at3041	Complete	6
2871at3041	Complete	6
2876at3041	Complete	6
2878at3041	Complete	6
2892at3041	Complete	6
2896at3041	Complete	6
2903at3041	Complete	6
2909at3041	Complete	6
290at3041	Complete	6
2919at3041	Complete	6
2930at3041	Complete	6
2931at3041	Complete	6
2932at3041	Complete	5
2936at3041	Complete	5
2940at3041	Complete	5
2941at3041	Complete	6
2945at3041	Complete	6
294at3041	Complete	5
2954at3041	Complete	6
2959at3041	Complete	5
295at3041	Complete	6
2960at3041	Complete	6
2969at3041	Complete	6
2971at3041	Complete	6
2976at3041	Complete	6
2983at3041	Complete	6
2984at3041	Complete	6
2988at3041	Complete	6
2990at3041	Complete	6
3005at3041	Complete	6
3009at3041	Complete	6
3012at3041	Complete	5
3019at3041	Complete	6
3020at3041	Complete	5
3022at3041	Complete	6
3028at3041	Complete	6
3029at3041	Complete	5
3034at3041	Complete	5
3050at3041	Complete	6
3061at3041	Complete	5
3062at3041	Complete	6
3079at3041	Complete	6
307at3041	Complete	6
3080at3041	Complete	5
3096at3041	Complete	6
3106at3041	Complete	4
3112at3041	Complete	6
3119at3041	Complete	6
3120at3041	Complete	6
3121at3041	Complete	6
3123at3041	Complete	5
3133at3041	Complete	6
3137at3041	Complete	5
3144at3041	Complete	6
3145at3041	Complete	6
3151at3041	Complete	5
3152at3041	Complete	6
3153at3041	Complete	6
3173at3041	Complete	4
3178at3041	Complete	4
3179at3041	Complete	6
3181at3041	Complete	5
3188at3041	Complete	6
3198at3041	Complete	6
3202at3041	Complete	6
3208at3041	Complete	5
3216at3041	Complete	6
3217at3041	Complete	5
3222at3041	Complete	6
322at3041	Complete	5
3232at3041	Complete	4
3239at3041	Complete	6
3240at3041	Complete	6
324at3041	Complete	5
3254at3041	Complete	6
3261at3041	Complete	6
3277at3041	Complete	6
3291at3041	Complete	5
3297at3041	Complete	6
3304at3041	Complete	6
3306at3041	Complete	6
3312at3041	Complete	6
3315at3041	Complete	5
3323at3041	Complete	6
3333at3041	Complete	5
3337at3041	Complete	6
3338at3041	Complete	6
3350at3041	Complete	5
3352at3041	Complete	6
3355at3041	Complete	6
336at3041	Complete	5
3370at3041	Complete	6
3371at3041	Complete	5
3373at3041	Complete	6
3375at3041	Complete	6
3380at3041	Complete	6
3391at3041	Complete	5
3396at3041	Complete	6
3398at3041	Complete	6
3407at3041	Complete	5
3408at3041	Complete	6
3411at3041	Complete	5
3417at3041	Complete	6
3418at3041	Complete	5
3428at3041	Complete	5
3434at3041	Complete	6
3438at3041	Complete	4
3446at3041	Complete	6
3454at3041	Complete	6
3456at3041	Complete	2
345at3041	Complete	5
346at3041	Complete	4
3483at3041	Complete	6
3493at3041	Complete	5
3499at3041	Complete	6
3509at3041	Complete	6
3514at3041	Complete	6
3537at3041	Complete	6
3540at3041	Complete	6
3554at3041	Complete	5
3556at3041	Complete	6
3558at3041	Complete	6
3559at3041	Complete	6
3562at3041	Complete	6
3583at3041	Complete	6
3587at3041	Complete	6
3588at3041	Complete	6
3591at3041	Complete	6
3613at3041	Complete	6
3614at3041	Complete	6
3618at3041	Complete	6
3621at3041	Complete	6
3624at3041	Complete	6
3629at3041	Complete	6
363at3041	Complete	6
3644at3041	Complete	6
3646at3041	Complete	4
366at3041	Complete	4
3673at3041	Complete	5
3678at3041	Complete	6
3687at3041	Complete	5
3692at3041	Complete	5
3697at3041	Complete	6
3706at3041	Complete	5
3709at3041	Complete	6
3711at3041	Complete	6
3717at3041	Complete	6
3721at3041	Complete	6
3733at3041	Complete	5
3758at3041	Complete	5
3760at3041	Complete	5
3774at3041	Complete	6
3802at3041	Complete	5
3806at3041	Complete	6
381at3041	Complete	6
3820at3041	Complete	6
3835at3041	Complete	6
3840at3041	Complete	6
3854at3041	Complete	6
3864at3041	Complete	6
3867at3041	Complete	6
3869at3041	Complete	6
3870at3041	Complete	5
3885at3041	Complete	5
388at3041	Complete	6
3892at3041	Complete	5
3893at3041	Complete	6
3895at3041	Complete	6
3903at3041	Complete	6
3911at3041	Complete	6
3914at3041	Complete	6
391at3041	Complete	6
3946at3041	Complete	1
3950at3041	Complete	5
3954at3041	Complete	6
3955at3041	Complete	6
3974at3041	Complete	6
3977at3041	Complete	6
3988at3041	Complete	6
3994at3041	Complete	6
3998at3041	Complete	5
4012at3041	Complete	6
4016at3041	Complete	6
4023at3041	Complete	6
4047at3041	Complete	6
4050at3041	Complete	5
4055at3041	Complete	6
4057at3041	Complete	6
4058at3041	Complete	6
4063at3041	Complete	6
4065at3041	Complete	6
406at3041	Complete	6
4072at3041	Complete	5
4074at3041	Complete	5
4080at3041	Complete	5
4081at3041	Complete	6
4083at3041	Complete	6
4084at3041	Complete	6
4086at3041	Complete	6
4087at3041	Complete	6
4088at3041	Complete	3
4101at3041	Complete	6
4102at3041	Complete	6
4109at3041	Complete	6
4122at3041	Complete	6
4127at3041	Complete	5
4129at3041	Complete	6
412at3041	Complete	6
4134at3041	Complete	6
4140at3041	Complete	5
4143at3041	Complete	6
4146at3041	Complete	6
4147at3041	Complete	6
4152at3041	Complete	6
4155at3041	Complete	6
4156at3041	Complete	6
415at3041	Complete	6
4160at3041	Complete	5
416at3041	Complete	6
417at3041	Complete	6
4188at3041	Complete	5
4194at3041	Complete	6
4200at3041	Complete	6
4202at3041	Complete	6
4203at3041	Complete	6
4204at3041	Complete	5
4217at3041	Complete	6
4230at3041	Complete	6
4231at3041	Complete	6
4242at3041	Complete	6
424at3041	Complete	6
4253at3041	Complete	6
4255at3041	Complete	6
4257at3041	Complete	6
4259at3041	Complete	4
425at3041	Complete	6
4262at3041	Complete	5
4267at3041	Complete	5
427at3041	Complete	6
4288at3041	Complete	6
4289at3041	Complete	6
4290at3041	Complete	6
4292at3041	Complete	6
4294at3041	Complete	6
4295at3041	Complete	6
4299at3041	Complete	6
42at3041	Complete	4
4300at3041	Complete	6
4302at3041	Complete	6
4308at3041	Complete	6
4310at3041	Complete	3
4312at3041	Complete	6
4317at3041	Complete	5
4322at3041	Complete	6
4327at3041	Complete	6
4331at3041	Complete	4
433at3041	Complete	6
4348at3041	Complete	6
4351at3041	Complete	6
4374at3041	Complete	6
4376at3041	Complete	5
4381at3041	Complete	6
439at3041	Complete	6
4403at3041	Complete	5
4405at3041	Complete	6
440at3041	Complete	5
4410at3041	Complete	6
4417at3041	Complete	6
4419at3041	Complete	6
4423at3041	Complete	5
4427at3041	Complete	6
4431at3041	Complete	5
4439at3041	Complete	6
443at3041	Complete	6
4446at3041	Complete	6
4458at3041	Complete	5
4506at3041	Complete	6
4511at3041	Complete	5
4514at3041	Complete	6
4519at3041	Complete	6
4520at3041	Complete	6
4530at3041	Complete	5
4533at3041	Complete	6
4544at3041	Complete	5
4546at3041	Complete	6
4550at3041	Complete	6
4553at3041	Complete	5
4558at3041	Complete	6
4563at3041	Complete	6
4566at3041	Complete	6
4567at3041	Complete	3
4573at3041	Complete	5
